Id; OrderId; RecipientId; ShipmentId; PreparationId; ParentId; CarrierTypeId; NameOne; NameTwo; AddressOne; AddressTwo; AddressThree; ZipCode; City; Country; PhoneNumber; GsmNumber; EmailAddress; FaxNumber; IsB2C; CreationDate; ModificationDate; RequestedShippingDate; ReturnDate; ModelRef; ParcelContent; LabelOne; LabelTwo; LabelThree; LabelFour; LabelFive; LabelSix; NetWeight; Weight; NumberOfParcels; PreparationMovementId; ShipmentMovementId; ReturnMovementId; Civility; IsPalletization; IsReturn; ReturnReason; ReturnCondition; PreparationPrice; IsCanceled; IsFlash; Tare; GroupBy; IsRemoval; PackagingPrice; PreparationTime; IsForce; IsValid; ValidatedBy; ValidationDate; Reedit; IsPriority; IsForcast; AffectationDate; PrCode; SendDate; OpeIndo; IsPosSending; DoNotCharge; RmaValid; ReturnWeight; NumberOfReturnParcels; ExitEdiFile; BillReturnTransport; Order; Shipment; OrderLines; Infos; Parent; TransportType
12730505; REC_AEX3559; AEX3559; ; ; ; 220; Célia Marchal; Célia Marchal; X; X; ; 41009; Cergy; HN; +33335767002; ; 4dc9e01c-5f0c-4667-a3cd-66585b997c02@example.net; ; True; 21/02/2025 10:32:28; 21/02/2025 10:32:29; ; ; ; ; parcel; ; ; ; 12770370; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730504; REC_AEX3558; AEX3558; ; ; ; 200; Hugo Roux; Hugo Roux; X; X; ; 13488; Rueil-Malmaison; HN; 0565418913; ; 251585ac-a465-4a4c-a877-ec7a6eb82cae@example.net; ; True; 21/02/2025 10:32:23; 21/02/2025 10:32:24; ; ; ; ; parcel; ; ; ; 5381970-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730503; REC_AEX3557; AEX3557; ; ; ; 349; Maxime Paul; Benoit III; X; ; ; 95498; Aubervilliers; PM; +33258575457; ; 9f03e20b-5d28-4c65-b72d-551bb975947f@example.net; ; True; 21/02/2025 10:32:19; 21/02/2025 10:32:19; ; ; ; ; parcel; ; ; ; 536927-18-18000468430; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730502; REC_AEX3554; AEX3554; ; ; ; ; Julie Le roux; Julie Le roux; X; ; ; 34171; Mulhouse; SZ; 0396923291; ; f9b98339-7acc-4de0-a548-5642880e8d58@example.net; ; True; 21/02/2025 10:32:05; 21/02/2025 10:32:06; ; ; ; ; parcel; ; ; ; 49056180; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730501; REC_AEX3553; AEX3553; ; ; ; ; Axel Roy; Axel Roy; X; ; ; 67705; Cholet; DM; 0180739120; ; dccffe38-67d5-41ce-9959-494f695ecba7@example.net; ; True; 21/02/2025 10:32:00; 21/02/2025 10:32:01; ; ; ; ; parcel; ; ; ; 405-2902292-9136329; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730500; REC_AEX3550; AEX3550; ; ; ; 220; Clara Gerard; Clara Gerard; X; ; ; 57683; Nîmes; YT; +33281776957; ; fc319074-4be6-47bc-a2b8-110865b3ce80@example.net; ; True; 21/02/2025 10:31:51; 21/02/2025 10:31:52; ; ; ; ; parcel; ; ; ; 12770176; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730499; REC_AEX3549; AEX3549; ; ; ; ; Sarah Carre; Sarah Carre; X; X; ; 28547; Calais; RU; 0496313865; ; 8b1e8119-ba8f-4d4c-ad7e-26c4018b6262@example.net; ; True; 21/02/2025 10:31:43; 21/02/2025 10:31:44; ; ; ; ; parcel; ; ; ; 402-7547181-7516317; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730498; REC_AEX3548; AEX3548; ; ; ; 349; Chloé Leclercq; Duval et Henry; X; ; ; 67948; Bordeaux; PM; 0176743885; ; bec2a08d-3962-4633-9d9e-937836976378@example.net; ; True; 21/02/2025 10:31:37; 21/02/2025 10:31:39; ; ; ; ; parcel; ; ; ; 536926-18-18000468429; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730497; REC_AEX3547; AEX3547; ; ; ; ; Alexis Remy; Alexis Remy; X; ; ; 16785; Hyères; BJ; +33665230317; ; 34e07d89-a5cb-4d33-9d94-816651882e96@example.net; ; True; 21/02/2025 10:31:31; 21/02/2025 10:31:33; ; ; ; ; parcel; ; ; ; 49056099; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730496; REC_AEX3546; AEX3546; ; ; ; ; Quentin Gaillard; Marchal II; X; ; ; 69884; Argenteuil; LU; 0786959587; ; ef7339e6-8357-4a12-8f29-c63595b1b47f@example.net; ; True; 21/02/2025 10:31:26; 21/02/2025 10:31:27; ; ; ; ; parcel; ; ; ; 49056001; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730495; REC_AEX3542; AEX3542; ; ; ; ; Lou Lemaire; Lou Lemaire; X; ; ; 34138; Cannes; VA; +33432015986; ; 79e3ead5-d6c0-4f53-b3f2-1120cd0e0a86@example.net; ; True; 21/02/2025 10:31:09; 21/02/2025 10:31:10; ; ; ; ; parcel; ; ; ; 12770168; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730494; REC_AEX3541; AEX3541; ; ; ; 200; Célia Lacroix; Perez I; X; ; ; 39230; Avignon; CU; 0768439051; ; 3cfa9b53-52b5-448c-81ff-a20f9e2ab0b8@example.net; ; True; 21/02/2025 10:31:05; 21/02/2025 10:31:06; ; ; ; ; parcel; ; ; ; 64026749-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730493; REC_AEX3538; AEX3538; ; ; ; ; Lou Boyer; Lou Boyer; X; X; ; 71873; Cayenne; TK; +33361120882; ; 581eed0a-3630-48f0-a37c-3cdce2d9f4c5@example.net; ; True; 21/02/2025 10:30:34; 21/02/2025 10:30:34; ; ; ; ; parcel; ; ; ; 122026530_980767-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730492; REC_AEX3537; AEX3537; ; ; ; ; Chloé Vincent; Chloé Vincent; X; ; ; 28125; Saint-Maur-des-Fossés; JP; +33293837687; ; 558f6354-f083-412f-b9f1-4e80117cc022@example.net; ; True; 21/02/2025 10:30:29; 21/02/2025 10:30:30; ; ; ; ; parcel; ; ; ; 122026182_980340-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730491; REC_AEX3536; AEX3536; ; ; ; ; Clara Roche; Clara Roche; X; X; ; 61569; Marseille; TG; 0761133537; ; 0d3d6012-a668-45a0-ad85-5ebc3158a314@example.net; ; True; 21/02/2025 10:30:24; 21/02/2025 10:30:25; ; ; ; ; parcel; ; ; ; 8512752301-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730490; REC_AEX3535; AEX3535; ; ; ; ; Justine Robert; Justine Robert; X; ; ; 30314; Strasbourg; RU; 0384746910; ; a825f3d2-4f00-4182-ba33-d03324943828@example.net; ; True; 21/02/2025 10:30:19; 21/02/2025 10:30:20; ; ; ; ; parcel; ; ; ; 536925-18-18000468428; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730489; REC_AEX3534; AEX3534; ; ; ; ; Gabriel Schneider; Gabriel Schneider; X; ; ; 65701; Fort-de-France; IR; +33678297944; ; eab20a63-fca5-4c8f-b835-b21ca67e2205@example.net; ; True; 21/02/2025 10:29:49; 21/02/2025 10:29:51; ; ; ; ; parcel; ; ; ; LRFR20250513190832-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730488; REC_AEX3532; AEX3532; ; ; ; ; Jules Cousin; Jules Cousin; X; X; ; 37515; Levallois-Perret; JM; +33735601547; ; a6e8fe1d-95e0-4391-a9b6-3bfb2924b0db@example.net; ; True; 21/02/2025 10:29:43; 21/02/2025 10:29:44; ; ; ; ; parcel; ; ; ; 9B67S3NV45A4G; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730487; REC_AEX3531; AEX3531; ; ; ; 200; Lucie Poirier; Lucie Poirier; X; X; ; 84935; Clermont-Ferrand; SV; +33577365786; ; c13abb27-8973-4dc0-b3e0-eb1e23cb88c3@example.net; ; True; 21/02/2025 10:29:38; 21/02/2025 10:29:39; ; ; ; ; parcel; ; ; ; 49055505; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730486; REC_AEX3530; AEX3530; ; ; ; 200; Gabriel Jacquet; Breton et Noel; X; X; ; 27094; Quimper; AQ; 0784397904; ; 3a9a3399-e184-4096-a2cd-1291d67e1698@example.net; ; True; 21/02/2025 10:29:32; 21/02/2025 10:29:34; ; ; ; ; parcel; ; ; ; 49055364; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730485; REC_AEX3529; AEX3529; ; ; ; 200; Lou Guyot; Lou Guyot; X; X; ; 88677; Roubaix; CL; +33559377890; ; 3a8b77d6-2365-4ba3-8f77-d5aaca69bc66@example.net; ; True; 21/02/2025 10:29:03; 21/02/2025 10:29:05; ; ; ; ; parcel; ; ; ; 49055578; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730484; REC_AEX3528; AEX3528; ; ; ; 200; Paul Pierre; Rodriguez et Renault; X; ; ; 85364; Nanterre; RS; 0327590893; ; 30b638d6-9e32-411c-909d-0a0e8f312779@example.net; ; True; 21/02/2025 10:28:59; 21/02/2025 10:29:00; ; ; ; ; parcel; ; ; ; 64026557-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730483; REC_AEX3527; AEX3527; ; ; ; ; Maxime Dupuy; Maxime Dupuy; X; ; ; 72688; Courbevoie; VN; +33474431177; ; a0dc6401-89b9-4b6a-b474-4a81fc2b975d@example.net; ; True; 21/02/2025 10:28:54; 21/02/2025 10:28:55; ; ; ; ; parcel; ; ; ; A-3050578-1-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730482; REC_AEX3526; AEX3526; ; ; ; ; Noa Berger; Noa Berger; X; X; ; 26735; Bordeaux; IL; +33165947020; ; ab1664db-4037-4926-9c6d-216e27652103@example.net; ; True; 21/02/2025 10:28:49; 21/02/2025 10:28:50; ; ; ; ; parcel; ; ; ; A-3050514-1-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730481; REC_AEX3525; AEX3525; ; ; ; ; Océane Carre; Océane Carre; X; X; ; 35536; Villeurbanne; GM; +33772713378; ; 7f4c9329-0c58-430e-8647-fd72a4bd27eb@example.net; ; True; 21/02/2025 10:28:44; 21/02/2025 10:28:45; ; ; ; ; parcel; ; ; ; 49055431; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730480; REC_AEX3523; AEX3523; ; ; ; ; Noa Riviere; Noa Riviere; X; ; ; 91676; Villeurbanne; SH; 0673017763; ; 235592af-0e69-44cf-a65f-47a0046d5187@example.net; ; True; 21/02/2025 10:28:10; 21/02/2025 10:28:11; ; ; ; ; parcel; ; ; ; 536924-18-18000468427; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730479; REC_AEX3519; AEX3519; ; ; ; 220; Clément Remy; Clément Remy; X; ; ; 57048; Versailles; HN; 0417922404; ; efc5d9fe-4804-48af-9caf-940aef49fee3@example.net; ; True; 21/02/2025 10:27:33; 21/02/2025 10:27:34; ; ; ; ; parcel; ; ; ; 00718_83937431-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730478; REC_AEX3518; AEX3518; ; ; ; 220; Clara Brunet; Clara Brunet; X; X; ; 19627; Villeurbanne; BE; +33649981802; ; b3534d00-e933-42b9-998b-f22a0869e2eb@example.net; ; True; 21/02/2025 10:27:28; 21/02/2025 10:27:29; ; ; ; ; parcel; ; ; ; 02116_250344053-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730477; REC_AEX3517; AEX3517; ; ; ; 220; Maxence Schneider; Maxence Schneider; X; ; ; 34311; Lille13; FI; +33558184905; ; 9d9edd02-35af-4915-af8b-9bcfd9f77ffa@example.net; ; True; 21/02/2025 10:27:23; 21/02/2025 10:27:24; ; ; ; ; parcel; ; ; ; 02116_250344128-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730476; REC_AEX3515; AEX3515; ; ; ; 200; Kylian Denis; Kylian Denis; X; X; ; 82692; Bourges; NO; +33625540298; ; b49c0daf-4849-40da-86ac-bc763532fb8d@example.net; ; True; 21/02/2025 10:27:16; 21/02/2025 10:27:17; ; ; ; ; parcel; ; ; ; 01119_252952787-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730457; REC_AEX2720; AEX2720; ; ; ; ; Baptiste Joly; Baptiste Joly; X; ; ; 57741; Amiens; PM; 0562273878; ; 80478076-8b33-46ce-bcfd-4a74b8516b50@example.net; ; True; 20/02/2025 10:29:09; 20/02/2025 10:29:10; ; ; ; ; parcel; ; ; ; 406-9538317-9642727; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730456; REC_AEX2718; AEX2718; ; ; ; 200; Sacha Adam; Perrin et Leclerc; X; ; ; 59021; Cayenne; VI; 0423906857; ; 74f78cd6-811d-4bf1-92ab-af02963e605f@example.net; ; True; 20/02/2025 10:29:02; 20/02/2025 10:29:03; ; ; ; ; parcel; ; ; ; 64021497-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730455; REC_AEX2717; AEX2717; ; ; ; 220; Clara Lecomte; Clara Lecomte; X; ; ; 77840; Pessac; MP; +33117590635; ; 4ba832bb-8a47-44ca-97ab-2beaff1a5ed5@example.net; ; True; 20/02/2025 10:28:52; 20/02/2025 10:28:52; ; ; ; ; parcel; ; ; ; 49030206; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730454; REC_AEX2716; AEX2716; ; ; ; ; Gabriel Moulin; Gabriel Moulin; X; ; ; 87319; Cayenne; PS; 0410495144; ; 7a62aa22-96a0-472e-a3a7-93b0bc66c511@example.net; ; True; 20/02/2025 10:28:47; 20/02/2025 10:28:48; ; ; ; ; parcel; ; ; ; DQ4KGW3CO5MXI; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730453; REC_AEX2714; AEX2714; ; ; ; ; Adrien Lecomte; Adrien Lecomte; X; ; ; 85929; Argenteuil; TG; 0170748251; ; c1140c44-296c-454e-9fff-333856749b2b@example.net; ; True; 20/02/2025 10:28:40; 20/02/2025 10:28:41; ; ; ; ; parcel; ; ; ; FGTB5I7O7ZTQK; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730452; REC_AEX2713; AEX2713; ; ; ; ; Carla Mercier; Carla Mercier; X; ; ; 47580; Montauban; TZ; 0319152113; ; 9c39e848-1b7f-49c7-9233-42ad241d959b@example.net; ; True; 20/02/2025 10:28:35; 20/02/2025 10:28:36; ; ; ; ; parcel; ; ; ; 408-6239870-7337123; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; 
12730451; REC_AEX2709; AEX2709; ; ; ; 220; Mattéo Rodriguez; Mattéo Rodriguez; X; X; ; 94040; Nice; IN; 0640004070; ; dbf6782b-2810-4d59-a813-008e319f6b16@example.net; ; True; 20/02/2025 10:28:23; 20/02/2025 10:28:24; ; ; ; ; parcel; ; ; ; 408-4374974-3164333; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
12730450; REC_AEX2708; AEX2708; ; ; ; 349; Pauline Clement; Roux et Gauthier; X; ; ; 17266; Saint-Nazaire; RW; +33664238377; ; 47616d70-9b65-480c-82d5-e4344c0e95b2@example.net; ; True; 20/02/2025 10:28:17; 20/02/2025 10:28:18; ; ; ; ; parcel; ; ; ; A-3048392-1-A; ; ; ; ; ; ; ; ; False; False; ; ; ; False; False; ; ; False; ; ; ; True; ; ; ; False; ; ; ; ; ; ; False; ; ; ; ; True; Castle.Proxies.OrderProxy; ; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderLine]; System.Collections.Generic.HashSet`1[ERP.DEMO.Models.Orders.OrderInfo]; ; Castle.Proxies.TransportTypeProxy
